from,0.00464221
fairest,0.000283062
creatures,0.000113225
we,0.000849185
desire,0.000622736
increase,0.000226449
that,0.018229167
thereby,0.000113225
beautys,0.001019022
rose,0.000339674
might,0.00147192
never,0.000905797
die,0.000679348
but,0.009227808
as,0.006850091
the,0.024343297
riper,0.000113225
should,0.002490942
by,0.005264946
time,0.003057065
decease,0.000169837
his,0.006057518
tender,0.000396286
heir,0.000169837
bear,0.000679348
memory,0.000452899
thou,0.013303895
contracted,0.000113225
to,0.0234375
thine,0.002490942
own,0.00169837
bright,0.000622736
eyes,0.00317029
feedst,5.66123E-05
thy,0.016247736
lights,5.66123E-05
flame,0.000169837
with,0.01024683
self,0.004925272
substantial,5.66123E-05
fuel,5.66123E-05
making,0.000679348
a,0.00928442
famine,5.66123E-05
where,0.002321105
abundance,0.000226449
lies,0.000679348
foe,5.66123E-05
sweet,0.00317029
too,0.001019022
cruel,0.000452899
art,0.002887228
now,0.002604167
worlds,0.000283062
fresh,0.000396286
ornament,0.000283062
and,0.027740036
only,0.000339674
herald,5.66123E-05
gaudy,5.66123E-05
spring,0.000283062
within,0.000622736
bud,0.000113225
buriest,5.66123E-05
content,0.000113225
churl,0.000113225
makst,0.000113225
waste,0.000396286
in,0.018285779
niggarding,5.66123E-05
pity,0.000509511
world,0.001585145
or,0.004472373
else,0.000283062
this,0.005944293
glutton,5.66123E-05
be,0.008038949
eat,0.000169837
due,0.000339674
grave,0.000169837
thee,0.009171196
when,0.006000906
forty,5.66123E-05
winters,0.000283062
shall,0.003340127
besiege,0.000113225
brow,0.000452899
dig,5.66123E-05
deep,0.000452899
trenches,5.66123E-05
field,5.66123E-05
youths,5.66123E-05
proud,0.000792572
livery,5.66123E-05
so,0.008208786
gazed,5.66123E-05
on,0.004528986
will,0.003623188
tattered,0.000113225
weed,0.000169837
of,0.020946558
small,0.000113225
worth,0.001075634
held,0.000113225
then,0.004189312
being,0.001811594
asked,5.66123E-05
all,0.006793478
beauty,0.002943841
treasure,0.000509511
lusty,0.000113225
days,0.001019022
say,0.001585145
sunken,5.66123E-05
were,0.001641757
an,0.000962409
eating,5.66123E-05
shame,0.000566123
thriftless,5.66123E-05
praise,0.001585145
how,0.002264493
much,0.000962409
more,0.003623188
deserved,5.66123E-05
use,0.00073596
if,0.003849638
couldst,5.66123E-05
answer,0.000169837
fair,0.002490942
child,0.000452899
mine,0.003566576
sum,0.000226449
my,0.022248641
count,0.000226449
make,0.00243433
old,0.001245471
excuse,0.000396286
